ROSZIEG,25,10,14,473070,242,959307,242,Optimal,9.3823881149292
ROSZIEG,25,4,32,185648,89,392208,118,Optimal,2.14581036567688
ROSZIEG,25,6,25,393038,159,805979,135,Optimal,42.04993152618408
HESKIA,28,3,342,1609646,77,3814071,97,Optimal,217.30523538589478
HESKIA,28,5,205,2434526,134,5277866,156,Optimal,258.4997184276581

